FarmerID,Predicted_Income
287,183921.2352400833
288,179482.9911605472
289,193417.57101633924
290,209253.00651912575
291,205919.0358054929
292,289803.74025616667
293,178609.48622315627
294,209473.1355432079
295,89740.93270442172
296,173328.78940567785
297,199794.72621922372
298,132538.3421925299
299,185330.27171681487
300,221450.07532101177
301,132446.41733213764
302,132613.06010992604
303,132626.43895350635
304,130089.13046317364
305,3710992.1693305783
306,130089.13046317364
307,132613.06010992604
308,130076.7850524559
309,3874139.407808628
310,132446.41733213764
311,3880060.598948056
312,132676.6293291055
313,198961.74624696115
314,169791.16748448953
315,192984.72252025234
316,199168.89843378693
317,367512.57184827526
318,178865.4585954767
319,184794.52245870038
320,179019.70592203806
321,167667.05184120568
322,190323.18494585255
323,190560.79051236514
324,180579.75824524945
325,185756.50817784658
326,184289.8201146539
327,186723.4713062657
328,309804.0477523013
329,124620.37028559734
330,188122.3627925013
331,332596.9159913323
332,92512.18673266232
333,87910.71498677456
334,87702.59659810709
335,201916.20968819098
336,127071.77075586905
337,336950.42210248497
338,132797.58553870372
339,202392.4506405589
340,115195.54946744697
341,81747.96218620207
342,81878.91212912207
343,82643.78682486928
344,89087.66851957027
345,86266.35424209795
346,84654.40349089318
347,85186.8633029084
348,199904.64728713955
349,82784.54868816593
350,333926.5405234674
351,202392.4506405589
352,288841.41849637096
353,84840.89205581353
354,83879.40612513141
355,641699.8028172554
356,546239.040793615
357,548416.9210257236
358,87055.08719778516
359,331018.8555972036
360,573767.1879413177
361,331900.7500470867
362,551850.568069409
363,83976.02702006306
364,82184.61298583116
365,468325.4909409313
366,83676.08506805645
367,88836.34685677664
368,334156.33326984884
369,83961.21731248077
370,549746.3847358807
371,88836.34685677664
372,557750.3769247053
373,83481.95712005885
374,549442.7388956278
375,332211.2786013421
376,411912.5717897366
377,347152.20705883374
378,97930.82769587034
379,281487.63719501725
380,393065.73635820986
381,232194.56188084415
382,213951.7077118724
383,132461.93805275243
384,154945.7559551013
385,196664.34173047522
386,289329.6069048223
387,226853.5566151523
388,186581.0419497029
389,115203.14066835935
390,104395.11610756925
391,112476.1875616215
392,106121.81530632061
393,470489.2818696477
394,121311.4135496428
395,177460.28553962376
396,121020.30165031043
397,188238.86720741494
398,193369.6491236626
399,142891.17831070814
400,254067.60583293336
401,160243.56733912491
402,193929.296976158
403,191556.04780301172
404,89305.03661275023
405,186997.3943114225
406,804968.3156792754
407,378508.4868719423
408,289707.3051258718
409,281356.44997106906
410,49561.493107520946
411,49486.817538313226
412,259913.57726985204
413,125570.52701632236
414,271246.28128699784
415,266389.4035069396
416,200492.21995753987
417,8503434.471559228
418,166402.00624716014
419,114266.32711589013
420,210697.97033392877
421,165872.40461889317
422,165368.53854570526
423,152357.00487148145
424,127263.50472539707
425,308285.6575620587
426,63819.45948839183
427,66287.45476803792
428,62492.00845204815
429,307259.5346428948
430,307902.6788801546
431,168423.27569415278
432,65572.72663469466
433,99189.60192428755
434,110566.14162174694
435,111615.76751415695
436,353421.4143622895
437,183160.4625474889
438,151222.2312440735
439,150484.57091841134
440,76253.08628589657
441,156449.06446664745
442,155640.4029537624
443,641472.3334299345
444,430969.64276821946
445,430265.9051433679
446,166380.93263438222
447,277042.84834829124
448,199431.5183545597
449,164271.36897506568
450,127422.60798243267
451,268799.2028760083
452,78447.0605617113
453,46337.637636188985
454,59302.49577182504
455,391297.74068062706
456,209802.67421615904
457,179629.47728697915
458,369682.9726517379
459,178374.71570940965
460,181170.08243400388
461,180856.34253426117
462,1814622.614731742
463,6290233.757492689
464,1713213.6979888978
465,180885.94812446518
466,92232.46068835196
467,444775.1863347266
468,256184.4858138183
469,134156.957506875
470,151944.72018194737
471,156237.60833147095
472,154382.01473815652
473,175670.86264972843
474,307812.1381845582
475,206814.09922298018
476,173355.53272622335
477,175294.8114084774
478,172489.57894236318
479,129319.52093965787
480,192544.41816355695
481,64673.16915222812
482,174948.56199012132
483,154241.21430704242
484,183453.2031847025
485,133786.16032038807
486,170697.21383302694
487,106566.64459350085
488,121324.67293501423
489,105166.5107117648
490,130744.24268271634
491,264390.55965621833
492,264015.8831253001
493,386917.0598532896
494,169217.92027439552
495,448124.11655150994
496,522241.472778228
497,109310.16501167923
498,107685.8779222043
499,212267.0622661652
500,249583.79235827562
501,171664.42075687734
502,177398.47712424013
503,467481.3697389631
504,143006.88646166984
505,262446.91952195973
506,229923.0156961761
507,305885.5897258403
508,74756.02757600116
509,182546.16584766645
510,425517.99409564445
511,274745.7279868142
512,59688.27352571867
513,115108.15884310323
514,271184.2847766944
515,89931.9777236955
516,268813.84007984167
517,272242.68512609025
518,270284.23062488856
519,208492.7512824219
520,129304.36582675995
521,314049.2641707044
522,291476.2054514696
523,92970.81334076404
524,281784.2125274955
525,302426.03966830263
526,281784.2125274955
527,273778.6708602924
528,211636.7298211964
529,413325.51479267154
530,158283.5383247894
531,164904.73944822
532,419262.3062121653
533,413684.99950680474
534,266921.0496173234
535,73429.53217615151
536,137778.78925814148
537,155182.5166219692
538,98628.43170615232
539,131610.41844113555
540,169862.162916159
541,226548.66873313498
542,232030.55613614447
543,307349.39242946415
544,564769.6562137682
545,310031.0142538263
546,309949.1068286421
547,104322.77864638148
548,180964.79116883304
549,181616.6618152968
550,163390.77721797425
551,238121.11680378075
552,303107.5268767191
553,147778.42157619452
554,130593.74314066852
555,270815.28883244575
556,132590.38729870127
557,125560.23425748365
558,287460.8582339544
559,46322.357081941016
560,64494.814761242655
561,384680.4976313977
562,536156.3257389573
563,324859.66579861497
564,84002.8697973222
565,457522.7641037974
566,263220.654603226
567,601239.1585733579
568,619743.3227001246
569,173421.41391435073
570,310002.5810217892
571,278162.05916509754
572,167118.525451964
573,207734.21777543606
574,92033.67834270469
575,189550.6756667348
576,183014.19425929166
577,190756.32500376465
578,166166.78702304358
579,277170.9124262699
580,189275.66165948406
581,277172.3305867398
582,273709.0658365212
583,261417.57216974546
584,604571.3010005321
585,564036.3753059863
586,349298.44156100525
587,196030.18970001073
588,313455.5185006986
589,313830.0490823285
590,407357.2769838443
591,547316.9979789122
592,315423.50114681554
593,170139.72602477513
594,184307.42320249663
595,174577.89004677816
596,194415.9245105428
597,182779.09550822954
598,182925.10373548546
599,106611.46223319156
600,131481.77383064388
601,135393.02735656066
602,482991.7243676571
603,218434.939262536
604,971204.3294115409
605,185512.6281892961
606,175467.68717713805
607,177069.75797440615
608,184773.71013262562
609,184114.69115873138
610,287416.2702054906
611,296955.4178713782
612,238834.3534433404
613,163939.25723836632
614,241253.70980412123
615,56382.50686412162
616,170225.31454082864
617,198211.35971869706
618,139759.18496879307
619,99666.96307157348
620,220404.5634112284
621,283197.40669102705
622,240293.71125076019
623,130420.8024213078
624,585398.6203044744
625,426263.1146202511
626,177852.3385763188
627,213640.6296006609
628,215499.82186454686
629,214441.80922096496
630,215220.79985392152
631,189169.62904044054
632,179998.59156980197
633,216933.4598671132
634,204021.27393072905
635,163640.1984048246
636,245035.41752668988
637,210854.09382634252
638,210651.88094370888
639,211653.5668860745
640,179741.0250192503
641,210514.7459044677
642,211653.5668860745
643,211123.19852885185
644,206260.29650390657
645,178989.8568652928
646,184733.5969192776
647,206737.3838622458
648,186419.91827667743
649,205447.19838813017
650,241759.25947067782
651,245537.95514563727
652,62714.30024995268
653,255048.80481942854
654,128779.8997291177
655,97420.70128785624
656,80798.89831323203
657,132474.08380279332
658,444111.03988155763
659,111686.89049407824
660,289167.18170895125
661,323714.9356517325
662,253263.04351722
663,175787.99685811246
664,173923.10418610484
665,169345.61414034784
666,141050.83412226813
667,133502.72064711267
668,133083.3269194131
669,143657.31117120472
670,6887814.510580302
671,91890.07104490181
672,94236.61727548979
673,329480.4967559933
674,130935.52740663904
675,129088.83194046046
676,174083.55184608063
677,257887.35054276558
678,467182.915674352
679,176096.9237676466
680,447304.6789569538
681,67439.85989334407
682,268191.6222980288
683,127110.17421444846
684,267225.6045918185
685,163507.45318841148
686,265994.084642878
687,264356.09230066364
688,123790.99291568215
689,124800.39258828099
690,632083.7405912076
691,93158.3106440599
692,174514.4066516474
693,54999.72594781869
694,108955.64747205822
695,234453.91989189168
696,222752.42157809582
697,239390.29437685624
698,246217.9579212005
699,280213.80910036917
700,141317.92309864415
701,148118.82001995787
702,385573.4348758089
703,155721.71141676378
704,969050.6163507787
705,178132.64432399452
706,276354.587722902
707,276657.84795912774
708,146950.73102528477
709,158748.62225149875
710,126050.49179205945
711,174144.5330567672
712,126543.50988582935
713,170179.45303201803
714,127695.11350134294
715,119815.48926113176
716,284476.55545989005
717,551026.8529740518
718,779530.2375647533
719,311317.3742536686
720,1007628.469016706
721,541893.8730925513
722,669466.8896231966
723,119540.14804082524
724,954492.7615647395
725,752252.8464267582
726,954427.968346949
727,716630.3154610086
728,664122.4270812836
729,1361146.9968561071
730,475527.0285863301
731,764203.7968028872
732,475398.7873916293
733,1186096.461326881
734,277217.4484083558
735,267921.81319527875
736,270296.368263072
737,127440.541790905
738,97620.02733815681
739,97866.63799709413
740,545520.9288460665
741,116095.32073250973
742,124332.7755942294
743,200211.63934887585
744,513703.06635633623
745,216725.87654067148
746,170660.80460695736
747,508297.61710386456
748,541660.0016181427
749,723358.0840024335
750,150831.15510014558
751,369116.584877337
752,324068.9897290014
753,219303.75273520008
754,258295.37169492606
755,223513.3075047902
756,309575.1048537528
757,224473.0725300094
758,190366.2280685448
759,148187.02467234767
760,222559.717418796
761,183176.44589896122
762,202301.3484089187
763,229234.64485331968
764,204054.37931764225
765,263650.9837773473
766,108512.9972499809
767,124334.90385180683
768,135669.12136913417
769,128092.38892386144
770,250040.0770325337
771,135723.30292180472
772,119280.83457588174
773,99392.28395393114
774,147065.18126377274
775,87490.19986331796
776,117527.27207820276
777,97175.94928285983
778,284264.70455502823
779,308894.3097163198
780,185674.02006290178
781,307392.08980180183
782,283314.40689938545
783,308894.3097163198
784,175150.84982231876
785,349508.12816741166
786,249535.56175995496
787,87577.65521960148
788,433159.2271925032
789,427306.3127625492
790,122725.77922544876
791,94926.95622871147
792,201165.5466415516
793,350167.47416602547
794,482900.8455662055
795,76890.49022953061
796,74368.1625792197
797,520634.76250290265
798,313747.3848614447
799,311285.4956990263
800,102003.07662413993
801,99137.09236511584
802,171720.2692183409
803,494036.7081432307
804,181949.27688185332
805,193440.22041960497
806,102134.45854806782
807,175495.8326309348
808,172298.83587671813
809,179180.01343375124
810,101983.16327299588
811,206927.74927614958
812,129420.03090920483
813,80933.41065134233
814,528211.5027862962
815,312673.94009898766
816,95866.66428227373
817,135646.06520216516
818,127236.1265757046
819,332286.6871436277
820,130934.61116036796
821,132407.81344918758
822,204719.60526327053
823,183314.80405907377
824,168614.5538198296
825,116739.69433515328
826,79031.03944973374
827,295315.5131733662
828,294481.08205415093
829,132954.7160931321
830,214228.12633532617
831,212051.5540324638
832,128556.48874648105
833,127569.71438175213
834,213687.7128718194
835,136496.7577396251
836,297354.86434691714
837,188434.12561001023
838,136325.97624554537
839,1799505.1681905475
840,159669.1100785484
841,178048.44691998005
842,177635.2770819914
843,215861.14985405235
844,173903.47877747938
845,128012.86378766526
846,215323.05785047327
847,214762.69852526358
848,215187.3655392241
849,174315.181632396
850,209123.24449272445
851,132832.44631215758
852,71865.85348205634
853,192165.49519754382
854,681248.572200741
855,162175.9085106866
856,94207.911288771
857,142825.55077517722
858,334673.6166789385
859,231431.72291711345
860,99173.59687770043
861,529081.167719675
862,86153.48019217297
863,463388.24654747825
864,135972.08726619752
865,98413.82637643383
866,295491.9355234641
867,171153.9400995119
868,107624.3643044841
869,119680.31485313267
870,208898.21312421525
871,6741454.162009648
872,213243.49676763924
873,186970.19489029056
874,69740.60916282817
875,131045.01157978209
876,225012.268063592
877,105695.37655344588
878,123939.40999943533
879,56271.47355653679
880,74393.13485237196
881,138588.87678728055
882,4619702.755836417
883,91015.97468106038
884,177579.85287107175
885,177157.35737715848
886,69902.36741497433
887,89677.90413488925
888,52461.62073848105
889,214762.93904997106
890,281339.8377928203
891,193465.255039771
892,176830.5883208353
893,184144.08253742533
894,282536.85355723766
895,272181.22824968584
896,257627.75503807585
897,205956.71934973894
898,333792.0520423087
899,130799.07268441454
900,159951.9296789201
901,190801.231699627
902,269736.06311685144
903,114276.37688937192
904,428429.50575645873
905,175714.12681675606
906,177044.70581691086
907,80412.5616417327
908,79550.49456498152
909,305874.6639986703
910,116993.87134671898
911,74597.14691039323
912,73564.97148336565
913,486576.1101648245
914,76422.36958975716
915,305462.0060510185
916,303927.1884911447
917,214013.1223776797
918,96141.62425978642
919,194635.93329908617
920,593712.6961219142
921,330327.94956578617
922,330377.2478894289
923,190590.11460436
924,164032.32182577509
925,184975.380928397
926,166499.67122734222
927,160627.26219275018
928,521128.7597383633
929,151698.88311547905
930,170239.09989324727
931,145244.06294857324
932,170265.30612991663
933,133052.5088656013
934,155307.223326932
935,162291.15678345523
936,206241.094499769
937,137279.18656513482
938,167838.0115158619
939,314360.65835159883
940,181953.17441134233
941,232173.0698988718
942,208233.96684469996
943,152651.8324300121
944,72370.3266917707
945,272562.91407644365
946,199924.72887178248
947,268349.0012642778
948,280222.7135487424
949,392883.04180867254
950,161992.4981161073
951,306831.6886546208
952,134773.74319959473
953,172090.53468020135
954,125880.37817947954
955,250791.8933896901
956,122655.821045752
957,248494.38723322412
958,263465.54628802196
959,130133.71297899584
960,164826.29049989505
961,312273.3677517356
962,127722.96704370086
963,228802.1185568757
964,143945.0467737067
965,228664.0257605899
966,191536.93479324633
967,174830.52562122434
968,181948.58672069965
969,282929.1947084609
970,66526.18091264856
971,406730.8061855992
972,248537.52907988004
973,219530.58172636307
974,228334.6412622081
975,196427.3250377865
976,248033.0004441726
977,114343.23724362563
978,532788.9221485566
979,532659.5504984478
980,394390.2601181985
981,359745.22961683554
982,259705.8838266197
983,188302.42017044406
984,257816.2249585843
985,574193.0944609721
986,321582.23525418015
987,211291.316419148
988,72242.11489053565
989,106489.49251933364
990,322495.5040850879
991,677537.7068230881
992,413502.6351731967
993,303302.2521179424
994,94926.55638995573
995,96163.51550928282
996,472275.393526615
997,166832.96738363378
998,182636.29945896042
999,178922.21659385506
1000,178649.23546341987
1001,176410.66920913997
1002,164121.7341545277
1003,326701.68402189104
1004,498357.53569194
1005,85512.34386015336
1006,297088.09443473566
1007,299370.68702464754
1008,136727.3594007917
1009,215213.9623051125
1010,214651.2656881963
1011,108307.49662915694
1012,220794.11924285564
1013,124699.98973389878
1014,528279.0723905787
1015,343635.3196334462
1016,264475.0048647312
1017,98706.72832357645
1018,233196.2479679528
1019,172078.0017387618
1020,230312.82580985935
1021,170455.89449419253
1022,204581.47990270524
1023,164541.81536479792
1024,182902.9603393994
1025,68946.66775507812
1026,217992.8021299222
1027,140436.00679790945
1028,81939.546822726
1029,87006.63691876899
1030,193810.16019972187
1031,200302.96754947052
1032,132217.9627409879
1033,640877.0844971791
1034,232448.68577430426
1035,111521.4048153076
1036,203659.61713218904
1037,171662.42810195655
1038,200495.89821345086
1039,371890.862494518
1040,479324.2918120412
1041,371890.862494518
1042,177054.82108347007
1043,205033.8013365174
1044,185318.51957156984
1045,163708.93915557914
1046,171683.41600813178
1047,104455.85585358203
1048,108998.09978305655
1049,217176.50903565824
1050,170005.57959023298
1051,214406.41454868208
1052,174795.06257507514
1053,176042.33532847333
1054,212397.15029749065
1055,351316.81715864583
1056,86525.97946755105
1057,368855.75679339503
1058,88278.62263540247
1059,351316.81715864583
1060,233408.93250714825
1061,108700.06234174178
1062,269063.44425696135
1063,241123.4471009567
1064,387434.0550702638
1065,384812.7144472175
1066,193954.59959628683
1067,245729.02482951398
1068,216381.20129768157
1069,86817.28003507582
1070,171081.17736354776
1071,175517.8323188944
1072,90678.66037042327
1073,90877.30942465719
1074,206051.92284744084
1075,324771.30416252586
1076,132934.67287172377
1077,153753.03516466083
1078,181087.29422370106
1079,171063.69194518923
1080,179796.31262738502
1081,268831.37857307296
1082,215693.07673633
1083,156292.86672582728
1084,163665.85088078261
1085,390797.1658867916
1086,173567.53629367246
1087,214009.29758916993
1088,145222.62538109944
1089,149497.1982399911
1090,211438.01417591728
1091,132459.91803997807
1092,213526.91223177442
1093,182928.3655715973
1094,133780.74682394823
1095,176705.15867499274
1096,176899.92979864476
1097,137953.2841309746
1098,126564.83315003332
1099,91345.92448810615
1100,330168.5003878201
1101,330168.5003878201
1102,388318.59764771897
1103,525696.2486346873
1104,246356.44419085694
1105,523176.0210213886
1106,588328.521016582
1107,396119.54495040514
1108,275958.93041331763
1109,189108.19272653488
1110,391558.91040776373
1111,330267.25705967715
1112,325851.531377809
1113,134782.10164363054
1114,135293.57434256605
1115,316424.2459915988
1116,90191.9678702172
1117,298498.6034096886
1118,91551.84554634646
1119,166149.20605671604
1120,273895.65115094476
1121,178280.8964531577
1122,132890.8471356925
1123,97542.00722635578
1124,134577.8463101536
1125,98632.51797331555
1126,125747.11093413524
1127,157695.6091056946
1128,175974.99448720415
1129,206598.94349662735
1130,94630.06373576066
1131,141338.94218005319
1132,53483.49554381889
1133,120958.7126445172
1134,417202.4740339068
1135,305947.4878848009
1136,173774.75235832462
1137,278068.40165901056
1138,175757.7151360552
1139,251084.3493845364
1140,70796.62860882535
1141,71043.19094966642
1142,406816.10223490803
1143,408104.4127057827
1144,177129.4931951331
1145,215274.1944642655
1146,187560.71559857728
1147,186372.7027457713
1148,185953.43778196396
1149,187212.83716068522
1150,191712.93766959774
1151,135789.38878184775
1152,146525.544136505
1153,208205.82508338348
1154,246243.34548222777
1155,190054.1669855638
1156,183369.3485475616
1157,180860.4337376046
1158,559253.8030486391
1159,170748.61627484474
1160,421100.2271443712
1161,262138.42256809433
1162,170770.01118575994
1163,143068.84858533402
1164,243171.20507037238
1165,437844.01777481183
1166,286350.43044846936
1167,529345.6464638038
1168,575040.967466343
1169,113575.85650804309
1170,171835.3379382362
1171,101381.32483607023
1172,168123.1291562465
1173,165616.0764818813
1174,300357.80629525305
1175,67665.32735493108
1176,300357.80629525305
1177,342215.8978847744
1178,300357.80629525305
1179,133151.01687540396
1180,300357.80629525305
1181,321733.9511259554
1182,177158.31917019794
1183,246572.22839757535
1184,208959.87309798857
1185,219058.7995672761
1186,95750.64142215693
1187,172547.71594014383
1188,660743.5998293385
1189,402844.84099096246
1190,287660.18068287196
1191,187920.34376409522
1192,428809.8377224773
1193,69205.14228375515
1194,431840.49315716233
1195,174644.32367678348
1196,5909585.703555855
1197,288288.0692432726
1198,61597.045189700264
1199,57951.59129462612
1200,184008.68878781205
1201,194691.02940231748
1202,255909.8332602532
1203,212599.94270920745
1204,61610.2242548519
1205,194684.9344697129
1206,208501.38009392307
1207,81762.5395133658
1208,125257.0835672208
1209,175846.12037108553
1210,285660.37355495925
1211,581752.3620655653
1212,124353.76214284747
1213,133313.36301148986
1214,220039.67878400872
1215,100082.64039096335
1216,110902.00951277345
1217,199217.2900388811
1218,259810.06942851766
1219,420285.9057986026
1220,401285.2069805433
1221,402994.0675383931
1222,283481.4109029303
1223,720418.1676699424
1224,283087.22339143005
1225,199590.5775373688
1226,286918.9346835451
1227,261599.63136923482
1228,130225.91564901007
1229,218805.3840615101
1230,114401.83555033282
1231,122556.27950291266
1232,272400.2153870823
1233,143765.10896313383
1234,175291.75959789677
1235,155545.16288190623
1236,185352.79426274612
1237,157640.7515696289
1238,137299.29966439697
1239,138721.65829932466
1240,198615.5599724897
1241,198615.5599724897
1242,123368.41958693057
1243,70438.24718692181
1244,94259.89346530486
1245,214678.07885673933
1246,305241.62182684004
1247,136227.8954057854
1248,470772.2634080952
1249,395403.6976978554
1250,584786.5141972277
1251,185854.17236416432
1252,640674.0154159417
1253,171484.00815446174
1254,215401.91467214993
1255,372877.0168066808
1256,289915.65758113645
1257,204118.70643955524
1258,193131.64647297433
1259,203359.47493007386
1260,265615.1251518442
1261,167899.47744528158
1262,111467.19884805028
1263,136953.23442886223
1264,184412.48391384698
1265,84216.74359524137
1266,72296.44609581205
1267,196584.02938973648
1268,174505.48293692683
1269,160653.98995240853
1270,177518.01848751865
1271,138445.08105534472
1272,193457.87347805328
1273,189532.52375609655
1274,50403.70441221579
1275,146566.52228710963
1276,58340.375342847685
1277,177603.3302512643
1278,107056.21245271427
1279,128828.8345770266
1280,246920.1182516378
1281,112259.3170814174
1282,119348.87223328963
1283,186166.63763031934
1284,108495.43924075262
1285,328864.594119511
1286,177325.89724902954
1287,83898.86595677116
1288,276190.24013531563
1289,154753.95906353966
1290,425243.404589215
1291,134040.38354681665
1292,135485.62328182533
1293,130962.92984231381
1294,111094.23194296166
1295,137356.99380356277
1296,776078.2000216316
1297,162576.31092411364
1298,90875.0926500289
1299,345049.56240994285
1300,348313.43893637595
1301,206682.20472003086
1302,198757.93833863054
1303,179869.84080490444
1304,176026.46740792826
1305,83748.91462142981
1306,218385.89876734588
1307,202635.20658027288
1308,207152.1966888357
1309,125953.2058646809
1310,124175.20975799486
1311,95498.56170421834
1312,210815.83323735965
1313,744055.5428968149
1314,117777.31011564331
1315,149180.0567385707
1316,226050.06090946286
1317,239373.93417021589
1318,95726.475154593
1319,73756.81576166252
1320,312521.48244392895
1321,260815.1138344542
1322,260278.34469306277
1323,315264.3044471198
1324,184184.88105190254
1325,259505.5397880671
1326,128286.40958143774
1327,433993.7822887404
1328,263073.7085802484
1329,325477.38874923065
1330,228435.44378768938
1331,267995.3040357018
1332,310988.9336763115
1333,8043108.639637296
1334,185458.6314975971
1335,320593.98929015297
1336,71311.14225852053
1337,318470.27458668017
1338,308142.2937158882
1339,72270.73894681863
1340,70614.35220766859
1341,196806.42306081852
1342,148584.90745320602
1343,107834.27768325439
1344,138760.74356195165
1345,103374.39464533248
1346,350804.16930868285
1347,133634.87153145808
1348,97506.8292787075
1349,130341.09400820846
1350,349885.058137043
1351,111700.74907264112
1352,350259.38921045547
1353,168247.85567861647
1354,172887.8712534421
1355,103374.39464533248
1356,201831.72505501957
1357,296333.87496160896
1358,103333.48170088229
1359,350671.4647876135
1360,180640.58692743583
1361,180184.6539761242
1362,198969.05662506828
1363,209769.51978630637
1364,200807.5378668636
